tracked_user_id,tracked_username,level,from_user_id,from_username,from_name,to_user_id,to_username,to_name,distinct_txn_count,total_amount_received,first_received_at,last_received_at,example_path
4660958,axjf131931,2,2740630,zdf5957,zdf5957,2006855,cxq3333,cxq3333,176,1206263.40,2020-04-14 02:13:04,2025-10-09 03:22:37,zdf5957 → cxq3333 → axjf131931
4660958,axjf131931,2,3339570,xsq795,奚水青—鼎仁团队,2006855,cxq3333,cxq3333,6,1084500.00,2022-03-22 13:37:13,2025-07-21 09:56:02,xsq795 → cxq3333 → axjf131931
4660958,axjf131931,2,640244,zwf0009,朱卫飞,2006855,cxq3333,cxq3333,58,1007579.10,2021-06-04 15:10:37,2023-03-24 02:01:48,zwf0009 → cxq3333 → axjf131931
4660958,axjf131931,2,61379,chb3166,意想不到,2006855,cxq3333,cxq3333,24,947925.00,2020-08-19 05:49:24,2023-05-26 08:30:05,chb3166 → cxq3333 → axjf131931
4660958,axjf131931,2,1605739,wzt5807,1314,4747611,dijincheng,dijincheng,10,863889.00,2025-07-05 15:01:52,2025-10-05 02:30:49,wzt5807 → dijincheng → axjf131931
4660958,axjf131931,2,465239,yjm1600,杨菊明～鼎信天下,2006855,cxq3333,cxq3333,7,857700.00,2022-03-09 00:24:35,2025-07-21 05:22:51,yjm1600 → cxq3333 → axjf131931
4660958,axjf131931,2,4414303,hc0329,hc0329,4241820,zzf685413,zzf685413,4,844525.00,2025-06-25 04:08:54,2025-06-30 11:38:46,hc0329 → zzf685413 → axjf131931
4660958,axjf131931,2,2006855,cxq3333,cxq3333,4747611,dijincheng,dijincheng,15,825231.00,2025-05-12 12:22:44,2025-10-09 04:07:17,cxq3333 → dijincheng → axjf131931
4660958,axjf131931,2,2740573,zdf5955,zdf5955,2006855,cxq3333,cxq3333,109,797306.40,2020-08-11 14:56:55,2025-10-09 03:21:51,zdf5955 → cxq3333 → axjf131931
4660958,axjf131931,2,0,,,2006855,cxq3333,cxq3333,204,724618.05,2020-09-29 15:58:14,2025-10-12 03:52:38,[UID:0] → cxq3333 → axjf131931
4660958,axjf131931,2,4410920,zdf686868,zdf686868,2006855,cxq3333,cxq3333,110,720974.40,2022-12-06 08:53:53,2025-10-09 03:24:29,zdf686868 → cxq3333 → axjf131931
4660958,axjf131931,2,630170,sl00122,孙国顺,2006855,cxq3333,cxq3333,4,720000.00,2022-04-30 03:44:04,2022-07-25 14:28:47,sl00122 → cxq3333 → axjf131931
4660958,axjf131931,2,4414315,lce131,lce131,4241820,zzf685413,zzf685413,2,645650.00,2025-07-01 14:13:33,2025-07-03 12:49:30,lce131 → zzf685413 → axjf131931
4660958,axjf131931,2,0,,,4241820,zzf685413,zzf685413,866,606518.06,2022-05-13 06:15:40,2025-09-28 01:38:17,[UID:0] → zzf685413 → axjf131931
4660958,axjf131931,2,4411681,cmh131,cmh131,4241820,zzf685413,zzf685413,2,599400.00,2025-06-15 02:46:07,2025-06-17 04:57:26,cmh131 → zzf685413 → axjf131931
4660958,axjf131931,2,2006855,cxq3333,cxq3333,1605739,wzt5807,1314,44,596088.35,2022-05-15 02:48:37,2025-07-26 05:12:52,cxq3333 → wzt5807 → axjf131931
4660958,axjf131931,2,3339570,xsq795,奚水青—鼎仁团队,1605739,wzt5807,1314,4,550000.00,2023-04-09 12:56:51,2025-10-05 01:28:47,xsq795 → wzt5807 → axjf131931
4660958,axjf131931,2,2740598,zdf5956,zdf5956,1605739,wzt5807,1314,23,527346.80,2023-01-19 07:15:07,2025-07-15 00:50:47,zdf5956 → wzt5807 → axjf131931
4660958,axjf131931,2,4410920,zdf686868,zdf686868,1605739,wzt5807,1314,223,453564.65,2023-01-19 07:15:40,2024-01-30 12:16:34,zdf686868 → wzt5807 → axjf131931
4660958,axjf131931,2,4288,jdm0012,江德美,2006855,cxq3333,cxq3333,3,412200.00,2022-03-30 14:10:47,2023-03-09 08:04:40,jdm0012 → cxq3333 → axjf131931
4660958,axjf131931,2,571392,zth6789,晴6868,2740598,zdf5956,zdf5956,10,390450.00,2023-04-12 00:26:09,2025-04-11 14:42:13,zth6789 → zdf5956 → axjf131931
4660958,axjf131931,2,571392,zth6789,晴6868,1605739,wzt5807,1314,59,387120.50,2023-01-20 01:50:32,2025-07-07 15:05:11,zth6789 → wzt5807 → axjf131931
4660958,axjf131931,2,4411603,hy1031,hy1031,4241820,zzf685413,zzf685413,2,372109.00,2025-03-13 10:15:24,2025-06-26 14:50:20,hy1031 → zzf685413 → axjf131931
4660958,axjf131931,2,2740630,zdf5957,zdf5957,4241820,zzf685413,zzf685413,6,371992.82,2022-03-13 14:02:09,2025-07-12 22:35:14,zdf5957 → zzf685413 → axjf131931
4660958,axjf131931,2,2740762,tcab1227,tcab1227,4241820,zzf685413,zzf685413,1,351500.00,2025-07-04 14:37:57,2025-07-04 14:37:57,tcab1227 → zzf685413 → axjf131931
4660958,axjf131931,2,4411626,crp131,crp131,4241820,zzf685413,zzf685413,1,349650.00,2025-06-23 02:31:19,2025-06-23 02:31:19,crp131 → zzf685413 → axjf131931
4660958,axjf131931,2,4079672,zzf5431,zzf5431,4241820,zzf685413,zzf685413,1,347800.00,2025-07-07 15:21:17,2025-07-07 15:21:17,zzf5431 → zzf685413 → axjf131931
4660958,axjf131931,2,2551,lch0012,勇信～李静,2006855,cxq3333,cxq3333,2,317730.00,2022-03-30 08:54:06,2023-01-06 05:40:37,lch0012 → cxq3333 → axjf131931
4660958,axjf131931,2,4410920,zdf686868,zdf686868,2740598,zdf5956,zdf5956,10,303320.40,2023-04-12 00:31:08,2025-07-01 01:30:24,zdf686868 → zdf5956 → axjf131931
4660958,axjf131931,2,4410920,zdf686868,zdf686868,4747611,dijincheng,dijincheng,2,275145.00,2025-05-28 10:36:45,2025-06-01 07:51:33,zdf686868 → dijincheng → axjf131931
4660958,axjf131931,2,2740598,zdf5956,zdf5956,4410920,zdf686868,zdf686868,14,265455.09,2024-06-02 14:41:34,2025-06-01 01:34:53,zdf5956 → zdf686868 → axjf131931
4660958,axjf131931,2,4411679,mwq131,mwq131,4241820,zzf685413,zzf685413,1,259000.00,2025-07-06 23:21:19,2025-07-06 23:21:19,mwq131 → zzf685413 → axjf131931
4660958,axjf131931,2,2740762,tcab1227,tcab1227,2006855,cxq3333,cxq3333,18,253855.35,2020-09-13 23:50:14,2025-08-04 15:30:38,tcab1227 → cxq3333 → axjf131931
4660958,axjf131931,2,4079674,zzf5415,zzf5415,4241820,zzf685413,zzf685413,2,250120.00,2025-06-08 07:11:54,2025-07-19 14:18:29,zzf5415 → zzf685413 → axjf131931
4660958,axjf131931,2,4079690,zzf5417,zzf5417,4241820,zzf685413,zzf685413,1,249750.00,2025-06-03 13:53:58,2025-06-03 13:53:58,zzf5417 → zzf685413 → axjf131931
4660958,axjf131931,2,4256645,zzf5437,zzf5437,4241820,zzf685413,zzf685413,1,249750.00,2025-06-01 12:22:11,2025-06-01 12:22:11,zzf5437 → zzf685413 → axjf131931
4660958,axjf131931,2,4414307,yzl131,yzl131,4241820,zzf685413,zzf685413,1,249380.00,2025-07-09 01:06:20,2025-07-09 01:06:20,yzl131 → zzf685413 → axjf131931
4660958,axjf131931,2,2740598,zdf5956,zdf5956,2740573,zdf5955,zdf5955,19,243000.27,2022-09-11 08:47:59,2025-06-26 04:58:52,zdf5956 → zdf5955 → axjf131931
4660958,axjf131931,2,4411603,hy1031,hy1031,2006855,cxq3333,cxq3333,78,210395.10,2023-01-03 01:08:18,2025-10-09 02:46:37,hy1031 → cxq3333 → axjf131931
4660958,axjf131931,2,4414315,lce131,lce131,4747611,dijincheng,dijincheng,2,206040.00,2025-06-30 13:59:19,2025-07-02 10:52:44,lce131 → dijincheng → axjf131931
4660958,axjf131931,2,4079672,zzf5431,zzf5431,2006855,cxq3333,cxq3333,76,195874.05,2021-02-11 07:51:49,2025-09-23 11:39:01,zzf5431 → cxq3333 → axjf131931
4660958,axjf131931,2,4414307,yzl131,yzl131,2006855,cxq3333,cxq3333,52,180472.20,2023-01-07 02:34:08,2025-07-14 00:44:25,yzl131 → cxq3333 → axjf131931
4660958,axjf131931,2,4241820,zzf685413,zzf685413,2006855,cxq3333,cxq3333,10,178795.95,2022-03-02 00:56:22,2023-01-07 11:07:12,zzf685413 → cxq3333 → axjf131931
4660958,axjf131931,2,4079678,zzf5432,zzf5432,2006855,cxq3333,cxq3333,22,165930.15,2021-02-11 07:53:19,2025-06-16 11:32:41,zzf5432 → cxq3333 → axjf131931
4660958,axjf131931,2,3901976,cxq685413,cxq685413,2006855,cxq3333,cxq3333,63,164951.40,2021-02-11 07:44:58,2025-09-26 12:35:40,cxq685413 → cxq3333 → axjf131931
4660958,axjf131931,2,4079674,zzf5415,zzf5415,2006855,cxq3333,cxq3333,27,161930.70,2021-03-24 10:52:58,2025-09-26 12:36:57,zzf5415 → cxq3333 → axjf131931
4660958,axjf131931,2,3339570,xsq795,奚水青—鼎仁团队,4411603,hy1031,hy1031,4,160000.00,2025-06-03 02:09:31,2025-06-08 13:58:31,xsq795 → hy1031 → axjf131931
4660958,axjf131931,2,290004,dhw50056,丁华炜,2006855,cxq3333,cxq3333,2,157350.00,2022-03-21 03:10:24,2022-04-07 08:18:18,dhw50056 → cxq3333 → axjf131931
4660958,axjf131931,2,2740573,zdf5955,zdf5955,4747611,dijincheng,dijincheng,3,155890.00,2025-05-19 12:39:41,2025-07-13 23:49:10,zdf5955 → dijincheng → axjf131931
4660958,axjf131931,2,2740762,tcab1227,tcab1227,4747611,dijincheng,dijincheng,2,155227.00,2025-05-12 12:50:02,2025-07-06 23:22:51,tcab1227 → dijincheng → axjf131931
4660958,axjf131931,2,4660958,axjf131931,axjf131931,4747611,dijincheng,dijincheng,6,150087.05,2025-03-28 08:37:35,2025-09-22 07:33:24,axjf131931 → dijincheng → axjf131931
4660958,axjf131931,2,61379,chb3166,意想不到,1605739,wzt5807,1314,1,150000.00,2023-04-09 15:00:13,2023-04-09 15:00:13,chb3166 → wzt5807 → axjf131931
4660958,axjf131931,2,2773107,ckp5413,ckp5413,1605739,wzt5807,1314,3,148267.50,2023-04-10 15:04:25,2023-05-16 07:58:00,ckp5413 → wzt5807 → axjf131931
4660958,axjf131931,2,2006855,cxq3333,cxq3333,2740598,zdf5956,zdf5956,18,144006.80,2022-03-14 22:08:26,2024-07-28 11:35:36,cxq3333 → zdf5956 → axjf131931
4660958,axjf131931,2,3731993,yzl5029,yzl5029,2006855,cxq3333,cxq3333,2,139500.00,2022-03-04 05:05:45,2025-05-30 05:31:28,yzl5029 → cxq3333 → axjf131931
4660958,axjf131931,2,571392,zth6789,晴6868,4410920,zdf686868,zdf686868,20,132903.00,2024-06-02 14:42:43,2024-10-07 07:07:06,zth6789 → zdf686868 → axjf131931
4660958,axjf131931,2,4411704,dhy131,dhy131,4241820,zzf685413,zzf685413,1,129500.00,2025-06-19 00:14:48,2025-06-19 00:14:48,dhy131 → zzf685413 → axjf131931
4660958,axjf131931,2,4414307,yzl131,yzl131,4747611,dijincheng,dijincheng,1,128350.00,2025-07-04 14:39:27,2025-07-04 14:39:27,yzl131 → dijincheng → axjf131931
4660958,axjf131931,2,4411603,hy1031,hy1031,1605739,wzt5807,1314,253,128161.25,2023-01-19 07:16:17,2025-07-04 06:14:44,hy1031 → wzt5807 → axjf131931
4660958,axjf131931,2,2746976,zdf5962,zdf5962,2006855,cxq3333,cxq3333,76,122404.35,2021-02-11 07:45:36,2025-09-29 00:12:59,zdf5962 → cxq3333 → axjf131931
4660958,axjf131931,2,2740630,zdf5957,zdf5957,2740598,zdf5956,zdf5956,45,122169.65,2024-05-13 05:44:53,2025-04-03 02:04:36,zdf5957 → zdf5956 → axjf131931
4660958,axjf131931,2,2740598,zdf5956,zdf5956,2740630,zdf5957,zdf5957,9,120497.42,2020-01-26 01:41:41,2025-06-27 08:07:26,zdf5956 → zdf5957 → axjf131931
4660958,axjf131931,2,3339570,xsq795,奚水青—鼎仁团队,4411704,dhy131,dhy131,4,120000.00,2025-06-03 02:10:08,2025-06-08 13:59:00,xsq795 → dhy131 → axjf131931
4660958,axjf131931,2,4079672,zzf5431,zzf5431,4747611,dijincheng,dijincheng,2,115362.00,2025-06-01 12:01:18,2025-07-14 04:10:20,zzf5431 → dijincheng → axjf131931
4660958,axjf131931,2,2740630,zdf5957,zdf5957,4747611,dijincheng,dijincheng,1,114750.00,2025-05-30 12:36:42,2025-05-30 12:36:42,zdf5957 → dijincheng → axjf131931
4660958,axjf131931,2,4241820,zzf685413,zzf685413,4747611,dijincheng,dijincheng,7,112677.87,2025-03-31 02:16:10,2025-07-25 15:23:16,zzf685413 → dijincheng → axjf131931
4660958,axjf131931,2,4414315,lce131,lce131,2006855,cxq3333,cxq3333,52,111985.65,2023-01-08 00:22:23,2025-10-09 02:47:59,lce131 → cxq3333 → axjf131931
4660958,axjf131931,2,2006855,cxq3333,cxq3333,2740573,zdf5955,zdf5955,59,105661.71,2020-04-14 05:01:26,2023-03-14 01:41:57,cxq3333 → zdf5955 → axjf131931
4660958,axjf131931,2,4411686,zyq2404,zyq2404,1605739,wzt5807,1314,206,102931.80,2023-05-26 00:16:08,2024-03-01 05:56:15,zyq2404 → wzt5807 → axjf131931
4660958,axjf131931,2,2946978,ylp3119,ylp3119,2006855,cxq3333,cxq3333,69,101322.45,2022-03-26 02:43:20,2023-03-19 00:21:26,ylp3119 → cxq3333 → axjf131931
4660958,axjf131931,2,2740598,zdf5956,zdf5956,4079672,zzf5431,zzf5431,5,100000.00,2025-05-28 00:07:16,2025-06-13 05:51:12,zdf5956 → zzf5431 → axjf131931
4660958,axjf131931,2,4023556,xp1948,鼎信天下+谢萍+鄢咸英,1605739,wzt5807,1314,1,100000.00,2025-07-21 04:15:09,2025-07-21 04:15:09,xp1948 → wzt5807 → axjf131931
4660958,axjf131931,2,4580766,qlz6431,言小玲,1605739,wzt5807,1314,2,100000.00,2025-08-31 07:39:27,2025-09-01 01:09:22,qlz6431 → wzt5807 → axjf131931
4660958,axjf131931,2,4651847,cc2080cc,cc2080cc,4241820,zzf685413,zzf685413,1,96446.42,2024-11-27 14:42:13,2024-11-27 14:42:13,cc2080cc → zzf685413 → axjf131931
4660958,axjf131931,2,4437821,zzf7631,zzf7631,4241820,zzf685413,zzf685413,3,93647.00,2023-01-09 16:40:37,2023-02-26 06:30:39,zzf7631 → zzf685413 → axjf131931
4660958,axjf131931,2,4079669,zzf5413,zzf5413,2006855,cxq3333,cxq3333,46,92636.55,2021-02-11 07:48:04,2025-10-09 03:38:18,zzf5413 → cxq3333 → axjf131931
4660958,axjf131931,2,3723053,yxy1381,鼎信天下～鄢咸英～奚水青,4411679,mwq131,mwq131,3,90000.24,2025-06-06 07:24:20,2025-06-08 12:24:07,yxy1381 → mwq131 → axjf131931
4660958,axjf131931,2,3339570,xsq795,奚水青—鼎仁团队,4411626,crp131,crp131,3,90000.00,2025-06-03 02:08:54,2025-06-07 05:24:19,xsq795 → crp131 → axjf131931
4660958,axjf131931,2,4411652,zcw0519,zcw0519,2006855,cxq3333,cxq3333,31,76695.00,2022-12-02 03:28:16,2025-10-09 03:21:06,zcw0519 → cxq3333 → axjf131931
4660958,axjf131931,2,4629764,cxq13136868,cxq13136868,2740598,zdf5956,zdf5956,6,64765.00,2025-03-18 00:36:00,2025-07-01 01:31:11,cxq13136868 → zdf5956 → axjf131931
4660958,axjf131931,2,2006855,cxq3333,cxq3333,2740630,zdf5957,zdf5957,51,64399.42,2020-04-13 11:38:53,2023-03-30 07:33:01,cxq3333 → zdf5957 → axjf131931
4660958,axjf131931,2,3705815,hc2813,hc2813,2006855,cxq3333,cxq3333,6,63435.00,2020-10-22 13:46:22,2021-12-29 04:35:57,hc2813 → cxq3333 → axjf131931
4660958,axjf131931,2,640244,zwf0009,朱卫飞,1605739,wzt5807,1314,2,61940.00,2023-04-01 00:41:50,2023-04-07 09:10:43,zwf0009 → wzt5807 → axjf131931
4660958,axjf131931,2,2947513,ylp3121,ylp3121,2006855,cxq3333,cxq3333,21,61321.50,2020-09-25 16:13:40,2023-03-19 23:56:15,ylp3121 → cxq3333 → axjf131931
4660958,axjf131931,2,4414315,lce131,lce131,1605739,wzt5807,1314,78,60382.50,2023-04-09 00:10:29,2025-07-05 14:41:40,lce131 → wzt5807 → axjf131931
4660958,axjf131931,2,3723053,yxy1381,鼎信天下～鄢咸英～奚水青,2740762,tcab1227,tcab1227,3,60000.00,2025-06-06 07:25:29,2025-06-08 12:24:48,yxy1381 → tcab1227 → axjf131931
4660958,axjf131931,2,2006855,cxq3333,cxq3333,4410920,zdf686868,zdf686868,16,58953.54,2024-03-06 07:36:57,2024-08-25 04:39:45,cxq3333 → zdf686868 → axjf131931
4660958,axjf131931,2,2006855,cxq3333,cxq3333,2006855,cxq3333,cxq3333,5,58054.65,2020-09-11 01:00:04,2022-06-06 23:48:21,cxq3333 → cxq3333 → axjf131931
4660958,axjf131931,2,4411679,mwq131,mwq131,4747611,dijincheng,dijincheng,3,57987.00,2025-07-03 14:10:13,2025-07-04 07:10:43,mwq131 → dijincheng → axjf131931
4660958,axjf131931,2,2103410,jxh0048,jxh0048,1605739,wzt5807,1314,3,51140.00,2023-04-18 10:00:15,2023-04-20 08:33:12,jxh0048 → wzt5807 → axjf131931
4660958,axjf131931,2,4411603,hy1031,hy1031,2740598,zdf5956,zdf5956,4,50475.00,2023-04-12 00:32:03,2025-03-26 02:04:29,hy1031 → zdf5956 → axjf131931
4660958,axjf131931,2,4414303,hc0329,hc0329,4747611,dijincheng,dijincheng,1,50150.00,2025-07-01 14:11:26,2025-07-01 14:11:26,hc0329 → dijincheng → axjf131931
4660958,axjf131931,2,465239,yjm1600,杨菊明～鼎信天下,1605739,wzt5807,1314,1,50000.00,2023-04-09 13:31:19,2023-04-09 13:31:19,yjm1600 → wzt5807 → axjf131931
4660958,axjf131931,2,3387945,xhh382,奚恒辉~霸王金爵～浙江,1605739,wzt5807,1314,1,50000.00,2025-07-21 06:28:10,2025-07-21 06:28:10,xhh382 → wzt5807 → axjf131931
4660958,axjf131931,2,3884652,ysf2814,鼎信天下,1605739,wzt5807,1314,1,50000.00,2023-04-13 04:14:03,2023-04-13 04:14:03,ysf2814 → wzt5807 → axjf131931
4660958,axjf131931,2,3901976,cxq685413,cxq685413,1605739,wzt5807,1314,1,50000.00,2025-07-05 14:57:00,2025-07-05 14:57:00,cxq685413 → wzt5807 → axjf131931
4660958,axjf131931,2,3943255,kwj0672,kwj0672,1605739,wzt5807,1314,1,50000.00,2025-07-21 09:54:21,2025-07-21 09:54:21,kwj0672 → wzt5807 → axjf131931
4660958,axjf131931,2,4025138,nmj3234,倪美娟～霸王银爵～鄢咸英～浙江,1605739,wzt5807,1314,1,50000.00,2025-08-31 14:32:11,2025-08-31 14:32:11,nmj3234 → wzt5807 → axjf131931
4660958,axjf131931,2,4079675,zzf5416,zzf5416,1605739,wzt5807,1314,1,50000.00,2025-06-16 11:37:46,2025-06-16 11:37:46,zzf5416 → wzt5807 → axjf131931
4660958,axjf131931,2,4079683,zzf5435,zzf5435,1605739,wzt5807,1314,1,50000.00,2025-06-16 11:34:48,2025-06-16 11:34:48,zzf5435 → wzt5807 → axjf131931
4660958,axjf131931,2,4192279,jll9909,金玲莲,1605739,wzt5807,1314,1,50000.00,2023-04-13 04:15:54,2023-04-13 04:15:54,jll9909 → wzt5807 → axjf131931
4660958,axjf131931,2,4288,jdm0012,江德美,1605739,wzt5807,1314,1,50000.00,2023-04-08 03:38:44,2023-04-08 03:38:44,jdm0012 → wzt5807 → axjf131931
4660958,axjf131931,2,4595683,xgy68131,xgy68131,2006855,cxq3333,cxq3333,7,48318.75,2024-01-19 13:45:40,2025-10-04 09:16:58,xgy68131 → cxq3333 → axjf131931
4660958,axjf131931,2,3901976,cxq685413,cxq685413,2740598,zdf5956,zdf5956,4,48010.00,2025-03-18 00:34:24,2025-07-07 15:02:30,cxq685413 → zdf5956 → axjf131931
4660958,axjf131931,2,4411662,ckp131,ckp131,1605739,wzt5807,1314,92,45016.15,2023-04-26 02:11:29,2023-11-19 02:19:26,ckp131 → wzt5807 → axjf131931
